# waiting_times,queue_lengths
2.868079530074851391e+00,3.000000000000000000e+00
3.828836977615992510e+00,2.000000000000000000e+00
2.785015421230752963e+00,2.000000000000000000e+00
3.165887940562470249e+00,3.000000000000000000e+00
2.517902362362406166e+00,4.000000000000000000e+00
2.345135176546364164e+00,5.000000000000000000e+00
3.531029425450071813e+00,5.000000000000000000e+00
3.295184156306959267e+00,6.000000000000000000e+00
3.629725004369049657e+00,2.000000000000000000e+00
8.821631556461966284e-01,0.000000000000000000e+00
2.235706896498072638e+00,1.000000000000000000e+00
3.275833282780752143e+00,2.000000000000000000e+00
3.674973660829607525e+00,3.000000000000000000e+00
3.390460926424566424e+00,3.000000000000000000e+00
3.448901413016812967e+00,4.000000000000000000e+00
2.163611090849144603e+00,4.000000000000000000e+00
1.438038679081444116e+00,3.000000000000000000e+00
4.442043182438624171e-01,1.000000000000000000e+00
1.845952225662074397e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.748825338315214140e-01,0.000000000000000000e+00
2.301893606623934829e-01,0.000000000000000000e+00
1.776963926108180658e+00,0.000000000000000000e+00
3.330027100645736482e+00,1.000000000000000000e+00
1.916183299554290898e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
9.187699051915956261e-01,0.000000000000000000e+00
1.330632250991982346e+00,1.000000000000000000e+00
1.797474632684100015e+00,2.000000000000000000e+00
2.126767753971762431e+00,0.000000000000000000e+00
2.149423059233185995e+00,1.000000000000000000e+00
1.526377482618386239e-01,2.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.374616438644920891e-01,0.000000000000000000e+00
8.160156396019715430e-01,0.000000000000000000e+00
1.012452299735286942e-01,0.000000000000000000e+00
2.486465531659803219e+00,0.000000000000000000e+00
1.624851081586029977e+00,1.000000000000000000e+00
4.291808122336135511e+00,2.000000000000000000e+00
3.729990307472974109e+00,3.000000000000000000e+00
3.518486531923201710e+00,2.000000000000000000e+00
2.760658339524866278e+00,3.000000000000000000e+00
2.808614151992401275e+00,4.000000000000000000e+00
4.682694679127564541e+00,5.000000000000000000e+00
5.155372861819671471e+00,6.000000000000000000e+00
5.126066416753644717e+00,4.000000000000000000e+00
5.102393133776672585e+00,3.000000000000000000e+00
8.527066517435116566e+00,4.000000000000000000e+00
1.085413162981166124e+01,5.000000000000000000e+00
1.062350534276151848e+01,4.000000000000000000e+00
1.065887003086191953e+01,5.000000000000000000e+00
9.428905162855357958e+00,5.000000000000000000e+00
1.309416977208411481e+01,6.000000000000000000e+00
1.380682008125393168e+01,6.000000000000000000e+00
1.329310979085806821e+01,7.000000000000000000e+00
1.396419553655630352e+01,8.000000000000000000e+00
1.161162461211409891e+01,9.000000000000000000e+00
1.088033977414642095e+01,9.000000000000000000e+00
9.179577212059768954e+00,1.000000000000000000e+01
9.625811723668505238e+00,1.000000000000000000e+01
8.535941723961741445e+00,1.100000000000000000e+01
9.963860588521868067e+00,1.200000000000000000e+01
1.007344334761296523e+01,1.000000000000000000e+01
1.022426854953755537e+01,1.100000000000000000e+01
1.072601678700709726e+01,1.200000000000000000e+01
1.069435621955847182e+01,1.300000000000000000e+01
1.212386918167334215e+01,1.400000000000000000e+01
1.125955503119359946e+01,1.400000000000000000e+01
1.068019742861389432e+01,1.300000000000000000e+01
7.033847377224788033e+00,7.000000000000000000e+00
6.241545466247316654e+00,4.000000000000000000e+00
7.660532395162135799e+00,5.000000000000000000e+00
6.025431323218754187e+00,6.000000000000000000e+00
6.298218619543320074e+00,7.000000000000000000e+00
5.582653630019706270e+00,5.000000000000000000e+00
5.967320826636978381e+00,6.000000000000000000e+00
7.604940111213068121e+00,7.000000000000000000e+00
6.811287063522058816e+00,7.000000000000000000e+00
6.852459357723375888e+00,8.000000000000000000e+00
7.795637119292621264e+00,8.000000000000000000e+00
7.769941401930736902e+00,9.000000000000000000e+00
1.004926944386994592e+01,1.000000000000000000e+01
1.000846097623110609e+01,1.100000000000000000e+01
1.381223116750953750e+01,1.200000000000000000e+01
1.552681483175194899e+01,1.200000000000000000e+01
1.610760348430824251e+01,9.000000000000000000e+00
1.682512361944611712e+01,7.000000000000000000e+00
1.560279827133297204e+01,6.000000000000000000e+00
1.618392831405463994e+01,7.000000000000000000e+00
2.012413066051237820e+01,8.000000000000000000e+00
1.963538429160144005e+01,7.000000000000000000e+00
1.855860686614971655e+01,8.000000000000000000e+00
1.642032695145900334e+01,8.000000000000000000e+00
1.647265293523548735e+01,8.000000000000000000e+00
1.289905448828966428e+01,8.000000000000000000e+00
1.285555162987310496e+01,9.000000000000000000e+00
1.239138665394648342e+01,1.000000000000000000e+01
9.958713853737720001e+00,8.000000000000000000e+00
1.067217209369522379e+01,9.000000000000000000e+00
1.071955358691667470e+01,1.000000000000000000e+01
1.015174776959463543e+01,1.100000000000000000e+01
1.032948415412442955e+01,1.200000000000000000e+01
9.965655592264624829e+00,1.300000000000000000e+01
9.950421716330026811e+00,1.400000000000000000e+01
8.868545582841989017e+00,1.400000000000000000e+01
1.063629574673683464e+01,1.500000000000000000e+01
1.107078121601153953e+01,1.600000000000000000e+01
1.021912521101836546e+01,1.500000000000000000e+01
1.206730805566024856e+01,1.500000000000000000e+01
1.306067475179264648e+01,1.500000000000000000e+01
1.113372457145652561e+01,1.200000000000000000e+01
1.066916658351590286e+01,9.000000000000000000e+00
9.052094920212482521e+00,7.000000000000000000e+00
9.296538725735274511e+00,6.000000000000000000e+00
2.595270007471640383e+00,2.000000000000000000e+00
3.718944894476749141e+00,3.000000000000000000e+00
2.806494872183634470e+00,3.000000000000000000e+00
2.581770454207003240e+00,2.000000000000000000e+00
1.791438202249764799e+00,1.000000000000000000e+00
8.562647110287571195e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.219468710196451866e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.183796037078877816e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.168959725811646422e+00,0.000000000000000000e+00
1.580054920725615375e+00,1.000000000000000000e+00
1.530771933649702987e+00,2.000000000000000000e+00
1.629016434810068858e+00,2.000000000000000000e+00
4.495951570900274419e+00,1.000000000000000000e+00
5.310716798874295819e+00,2.000000000000000000e+00
8.556343325882380668e-01,0.000000000000000000e+00
3.878528017863800414e-01,0.000000000000000000e+00
2.573379899735186882e+00,0.000000000000000000e+00
1.173343140409656371e+00,1.000000000000000000e+00
1.221192739017624262e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
8.955134695953574919e-01,0.000000000000000000e+00
1.761240042359304425e+00,1.000000000000000000e+00
1.441904604478509100e+00,1.000000000000000000e+00
8.890252314611188922e-01,2.000000000000000000e+00
9.391399197102145990e-01,2.000000000000000000e+00
1.107604100284561355e+00,3.000000000000000000e+00
2.723804760555026405e+00,3.000000000000000000e+00
2.072762677732271186e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
5.439936730657564112e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.218067757200060441e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.625633725122042961e-01,0.000000000000000000e+00
2.576505483307869326e+00,0.000000000000000000e+00
3.296096249141442058e+00,1.000000000000000000e+00
1.391760109305664628e+00,2.000000000000000000e+00
5.809078380715277490e+00,2.000000000000000000e+00
5.687458257363118719e+00,1.000000000000000000e+00
8.135157920079450378e+00,2.000000000000000000e+00
4.362615999207605455e+00,3.000000000000000000e+00
4.012454035541395569e+00,3.000000000000000000e+00
2.901346814955672926e+00,3.000000000000000000e+00
2.885521293285819411e+00,4.000000000000000000e+00
3.735953307949557711e+00,5.000000000000000000e+00
3.112097561216273789e+00,1.000000000000000000e+00
1.948322441729601451e+00,2.000000000000000000e+00
2.504355402604119263e+00,2.000000000000000000e+00
2.826050623677474505e+00,3.000000000000000000e+00
3.331891777306736913e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.815370163961233629e+00,0.000000000000000000e+00
2.301282393402175330e+00,1.000000000000000000e+00
3.891302521726515806e+00,2.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.500274704644425583e+00,0.000000000000000000e+00
8.674142650955900535e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
5.734845325197284183e-01,0.000000000000000000e+00
1.005248142114169241e+00,1.000000000000000000e+00
1.787020055923903783e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
8.684173689408680730e-01,0.000000000000000000e+00
4.185539347524809273e-01,1.000000000000000000e+00
1.000023388369640998e+00,2.000000000000000000e+00
3.206763533675939470e+00,0.000000000000000000e+00
3.300256567627229742e+00,1.000000000000000000e+00
3.655273547224282993e+00,2.000000000000000000e+00
4.479421880582776794e+00,3.000000000000000000e+00
4.375521257917284856e+00,4.000000000000000000e+00
4.502139755670668819e+00,5.000000000000000000e+00
4.973879511451968938e+00,6.000000000000000000e+00
6.871262552782923194e+00,7.000000000000000000e+00
6.320104291593111157e+00,6.000000000000000000e+00
6.648058992978917559e+00,7.000000000000000000e+00
6.382178237250059283e+00,7.000000000000000000e+00
6.746518076979214129e+00,5.000000000000000000e+00
7.006236325137592758e+00,5.000000000000000000e+00
6.698068957465125095e+00,6.000000000000000000e+00
6.826682095256956018e+00,7.000000000000000000e+00
7.498275584689281459e+00,8.000000000000000000e+00
6.977639317180660328e+00,8.000000000000000000e+00
5.951429384695416047e+00,7.000000000000000000e+00
6.542665120590299921e+00,8.000000000000000000e+00
4.695048621707314851e+00,8.000000000000000000e+00
4.710586605663934279e+00,9.000000000000000000e+00
5.261313505360476483e+00,9.000000000000000000e+00
5.417400369631536705e+00,1.000000000000000000e+01
8.348130104317419864e+00,8.000000000000000000e+00
8.803780990451400612e+00,8.000000000000000000e+00
8.015284747865962345e+00,9.000000000000000000e+00
7.720757555341265288e+00,8.000000000000000000e+00
8.869486129457300194e+00,9.000000000000000000e+00
7.641152660562738674e+00,7.000000000000000000e+00
8.842398893097310975e+00,8.000000000000000000e+00
9.102651661274649086e+00,9.000000000000000000e+00
8.805028324191653155e+00,1.000000000000000000e+01
8.919544950959561902e+00,1.000000000000000000e+01
1.106685791224606419e+01,1.000000000000000000e+01
1.021383676869595547e+01,1.100000000000000000e+01
9.268733602644147140e+00,1.200000000000000000e+01
8.852534962405798069e+00,1.300000000000000000e+01
5.987517342156138511e+00,8.000000000000000000e+00
5.204251757375573106e+00,6.000000000000000000e+00
4.076523938708646710e+00,6.000000000000000000e+00
2.325784381230278086e+00,2.000000000000000000e+00
2.032465954369172323e+00,2.000000000000000000e+00
2.030019425612749728e+00,2.000000000000000000e+00
1.677896563773856542e+00,2.000000000000000000e+00
1.396433649407526900e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.012422668326735220e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.042322860610738644e-01,0.000000000000000000e+00
2.083310128093671665e-01,0.000000000000000000e+00
5.541909435631851011e-01,1.000000000000000000e+00
1.592955958180937159e-01,0.000000000000000000e+00
1.141680128309985776e+00,0.000000000000000000e+00
8.685300962177961992e-01,0.000000000000000000e+00
1.202566842356532106e+00,1.000000000000000000e+00
9.745450586990500597e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.740484706284519234e+00,0.000000000000000000e+00
3.438266794231594758e+00,1.000000000000000000e+00
3.483317376511763541e+00,2.000000000000000000e+00
4.262786370429694216e+00,3.000000000000000000e+00
5.012729758214277354e+00,4.000000000000000000e+00
4.153403992981679949e+00,4.000000000000000000e+00
7.187835245901396775e+00,5.000000000000000000e+00
5.415727852934082875e+00,3.000000000000000000e+00
5.710800798215018403e+00,3.000000000000000000e+00
3.943918753348043538e+00,3.000000000000000000e+00
3.178190323358535352e+00,3.000000000000000000e+00
5.279515720403992418e+00,4.000000000000000000e+00
5.627052096170814366e+00,4.000000000000000000e+00
6.202543926029989052e+00,5.000000000000000000e+00
7.378019716744915968e+00,6.000000000000000000e+00
7.420339644651107847e+00,7.000000000000000000e+00
